,Unnamed: 0,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,No_of_bedrooms,latitude,longitude,pet,laundry,parking,floor,Apartment_type,smoking
658,658,NEW CONSTRUCTION 2 BED 2 BATH!,2300,805.0,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-bed-bath/7279127569.html,2.0, (Passyunk Square),2021-02-18 09:41, 2Ba,2BR ,39.933054,-75.159177,both pets,in unit,no,wood,multi,nan
659,659,"3BR corner home, central air, private yard, brand new rehab, 3BR/2.5BA",1800,1500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-3br-corner-home-central/7274493685.html,3.0, (Kingsessing),2021-02-18 09:41, 2.5Ba,3BR ,39.9448,-75.2288,cats,in unit,no,nan,multi,nan
660,660,NEW CONSTRUCTION 3BR 3BA BI-LEVEL UNIT IN NORRIS SQUARE!!!,2200,,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-3br-3ba/7276346168.html,3.0, (NORRIS SQUARE),2021-02-18 09:41, 3Ba,3BR ,39.983688,-75.145671,both pets,in unit,no,nan,multi,nan
661,661,"Virtual Tour - Loft 2BR/1BATH Brand new! Walk to HUP, PENN, DREXEL",1500,,https://philadelphia.craigslist.org/apa/d/philadelphia-virtual-tour-loft-2br/7276348637.html,2.0," (University City, Upenn, PENN, Drexel)",2021-02-18 09:41, 1Ba,2BR ,39.959685,-75.205686,both pets,in unit,no,nan,multi,nan
662,662,NEW CONSTRUCTION 3BR 3BA BI-LEVEL UNIT IN NORRIS SQUARE!!!,2200,,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-3br-3ba/7276345871.html,3.0, (NORRIS SQUARE),2021-02-18 09:41, 3Ba,3BR ,39.983688,-75.145671,both pets,in unit,no,nan,multi,nan
663,663,"Brand new renovation home in POINT BREEZE!  Brand new kitchen, baths!",1800,1100.0,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-renovation-home/7276346945.html,3.0, (Point Breeze),2021-02-18 09:40, 2Ba,3BR ,39.932521,-75.188219,cats,in unit,no,nan,multi,nan
664,664,UPDATED 2 BEDROOMS & 1 BATH APARTMENT LOCATED IN GREATER NORTHEAST!,1300,750.0,https://philadelphia.craigslist.org/apa/d/philadelphia-updated-bedrooms-bath/7276347374.html,2.0, (GREATER NORTHEAST),2021-02-18 09:40, 1Ba,2BR ,40.116359,-75.036344,cats,in unit,no,nan,multi,nan
665,665,"3BR corner home, central air, private yard, brand new rehab, 3BR/2.5BA",1800,1500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-3br-corner-home-central/7276346560.html,3.0, (Kingsessing),2021-02-18 09:40, 2.5Ba,3BR ,39.9448,-75.2288,cats,in unit,no,nan,multi,nan
666,666,Walk to PENN & DREXEL | YARD! Front porch! UNIVERSITY CITY!!!,1150,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-walk-to-penn-drexel-yard/7276347811.html,2.0," (University City, Upenn, PENN, Drexel)",2021-02-18 09:40, 1Ba,2BR ,39.961675,-75.203047,both pets,in unit,no,nan,multi,nan
667,667,NEW CONSTRUCTION 1 BEDROOM!,1775,642.0,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-bedroom/7279126472.html,1.0, (Passyunk Square),2021-02-18 09:39, 1Ba,1BR ,39.933054,-75.159177,both pets,in unit,no,wood,multi,nan
668,668,"Cyber cafe, Kid’s Corner, Over-sized Kitchen Islands",1705,681.0,https://philadelphia.craigslist.org/apa/d/valley-forge-cyber-cafe-kids-corner/7278172303.html,1.0, (King Of Prussia),2021-02-18 09:38, 1Ba,1BR ,40.099007,-75.411432,both pets,in unit,protected,nan,multi,no smoking
669,669,Make Yourself at Home at Willowbrook Apartments,1280,800.0,https://philadelphia.craigslist.org/apa/d/garnet-valley-make-yourself-at-home-at/7279125823.html,2.0," (3360 Chichester Ave, Boothwyn PA, 19061)",2021-02-18 09:37, 2Ba,2BR ,39.839069,-75.442672,both pets,in unit,off-street,nan,multi,nan
670,670,Amazing Amenities at Willowbrook Apartments,1094,650.0,https://philadelphia.craigslist.org/apa/d/garnet-valley-amazing-amenities-at/7279125333.html,1.0," (3360 Chichester Ave, Boothwyn PA, 19061)",2021-02-18 09:36, 1Ba,1BR ,39.839069,-75.442672,both pets,in unit,off-street,nan,multi,nan
671,671,*1BD*1BA*PET FRIENDLY,1725,581.0,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd1bapet-friendly/7279125208.html,1.0, (Passyunk Square),2021-02-18 09:36, 1Ba,1BR ,39.933054,-75.159177,both pets,in unit,no,wood,multi,nan
672,672,"Pietro Way LOT 37, Perfect 4 BR 3 BA For Rent. Don't Miss This!",1000,,https://philadelphia.craigslist.org/apa/d/philadelphia-pietro-way-lot-37-perfect/7277235449.html,4.0," (Philadelphia, PA)",2021-02-18 09:36, 3Ba,4BR ,39.9227,-75.1812,no pet,on site,off-street,nan,multi,nan
673,673,"406 Queen St #B, Perfect 2 BR 2 BA For Rent. Don't Miss This!",759,,https://philadelphia.craigslist.org/apa/d/philadelphia-406-queen-st-perfect-br-ba/7269765522.html,2.0," (Philadelphia, PA)",2021-02-18 09:36, 2Ba,2BR ,39.9362,-75.1563,both pets,in unit,proctected,nan,multi,nan
674,674,413 Cloud Place,1765,1199.0,https://philadelphia.craigslist.org/apa/d/west-chester-413-cloud-place/7279125115.html,2.0, (West Chester),2021-02-18 09:36, 2Ba,2BR ,39.9845,-75.5962,both pets,in unit,off-street,carpet,multi,nan
675,675,2 B 2 B  $1960 IN DOYLESTOWN Come and Tour!!!,1960,,https://philadelphia.craigslist.org/apa/d/doylestown-b-b-1960-in-doylestown-come/7279125090.html,2.0, (Doylestown),2021-02-18 09:36, 2Ba,2BR ,40.3054,-75.1489,both pets,in unit,off-street,nan,multi,nan
676,676,*** 2 BEDROOMS AND 1 BATH APARTMENT AVAILABLE IN COBBS CREEK! ***,1200,,https://philadelphia.craigslist.org/apa/d/philadelphia-bedrooms-and-bath/7279119905.html,2.0, (Cobbs Creek),2021-02-18 09:35, 1Ba,2BR ,39.956392,-75.225795,cats,in unit,no,nan,multi,nan
677,677,"Our serene, garden-style 1 bed, 1 bath is waiting for you! 779 sqft",1389,779.0,https://philadelphia.craigslist.org/apa/d/southeastern-our-serene-garden-style/7279124794.html,1.0, (The Gateway Apartments),2021-02-18 09:35, 1Ba,1BR ,39.967056,-75.529129,both pets,in unit,off-street,nan,multi,no smoking
678,678,"2 B.1B  Spacious,WD,DW, Granite Counter Tops $1445",1445,,https://philadelphia.craigslist.org/apa/d/philadelphia-b1b-spaciouswddw-granite/7279120477.html,2.0, (Roxborough Manayunk),2021-02-18 09:34, 1Ba,2BR ,40.0338,-75.1731,cats,in unit,off-street,nan,multi,nan
679,679,THIS UNIT IS LOCATED IN HEART OF NORTHERN LIBERTY RIGHT ON 2ND STREET,1800,1200.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-unit-is-located-in/7279117715.html,2.0, (618 N 2ND ST N #2),2021-02-18 09:34, 1.5Ba,2BR ,39.966,-75.151,no pet,in unit,off-street,nan,multi,nan
680,680,*Apt.1Br. Sunny Private Deck Great location across from Park,1200,,https://philadelphia.craigslist.org/apa/d/philadelphia-apt1br-sunny-private-deck/7273654439.html,1.0, (11th&Pine st. Center city Phila.),2021-02-18 09:34, 1Ba,1BR ,39.94497,-75.160316,no pet,on site,no,nan,multi,no smoking
681,681,Beautiful 1 bedroom/1bath for $795/month LAST ONE!!!,795,600.0,https://philadelphia.craigslist.org/apa/d/marcus-hook-beautiful-bedroom-1bath-for/7279124059.html,1.0, (CHESTER),2021-02-18 09:33, 1Ba,1BR ,39.836012,-75.404137,both pets,on site,off-street,nan,multi,nan
682,682,BEAUTIFUL 1 BEDROOM WITH A FLAT RATE FOR ELECTRIC!!!!,935,,https://philadelphia.craigslist.org/apa/d/woodlyn-beautiful-bedroom-with-flat/7279118251.html,1.0, (Delaware County),2021-02-18 09:33, 1Ba,1BR ,39.86963,-75.367928,no pet,on site,off-street,nan,multi,nan
683,683,Beautiful 1 bedroom/1bath for $795/month LAST ONE!!!,795,600.0,https://philadelphia.craigslist.org/apa/d/marcus-hook-beautiful-bedroom-1bath-for/7279123904.html,1.0, (CHESTER),2021-02-18 09:33, 1Ba,1BR ,39.836012,-75.404137,both pets,on site,off-street,nan,multi,nan
684,684,*2BD**2BA* PET FRIENDLY,2250,805.0,https://philadelphia.craigslist.org/apa/d/philadelphia-2bd2ba-pet-friendly/7279123663.html,2.0, (Passyunk Square),2021-02-18 09:32, 2Ba,2BR ,39.933054,-75.159177,no pet,in unit,no,wood,multi,nan
685,685,HUGE UPGRADED 3 BEDROOM APARTMENT,1850,1200.0,https://philadelphia.craigslist.org/apa/d/drexel-hill-huge-upgraded-bedroom/7279123468.html,3.0," (Drexel Hill, PA)",2021-02-18 09:32, 1.5Ba,3BR ,39.96302,-75.305948,no pet,on site,off-street,carpet,multi,no smoking
686,686,Beautiful 1 bedroom/1bath for $795/month LAST ONE!!!,795,600.0,https://philadelphia.craigslist.org/apa/d/marcus-hook-beautiful-bedroom-1bath-for/7279123432.html,1.0, (CHESTER),2021-02-18 09:31, 1Ba,1BR ,39.836012,-75.404137,both pets,on site,off-street,nan,multi,nan
687,687,Beautiful 1 bedroom/1bath for $795/month LAST ONE!!!,795,600.0,https://philadelphia.craigslist.org/apa/d/marcus-hook-beautiful-bedroom-1bath-for/7279123241.html,1.0, (CHESTER),2021-02-18 09:31, 1Ba,1BR ,39.836012,-75.404137,both pets,on site,off-street,nan,multi,nan
688,688,College Manor Unit-3D,1220,400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-college-manor-unit-3d/7269544366.html,, (834 Pine Street),2021-02-18 09:31, 1Ba,0BR ,39.945029,-75.156131,both pets,on site,no,wood,multi,nan
689,689,"1BR w/ 2 months free! Pet-friendly, W/D in-unit, great closet space!",1910,766.0,https://philadelphia.craigslist.org/apa/d/philadelphia-1br-2-months-free-pet/7279123168.html,1.0," (Northern Liberties, Fishtown, Olde Kensington)",2021-02-18 09:31, 1Ba,1BR ,39.970941,-75.139247,both pets,in unit,proctected,nan,multi,no smoking
690,690,Washington Square West Unit-B5,1080,400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-washington-square-west/7270134534.html,, (1122 Spruce Street),2021-02-18 09:31, 1Ba,0BR ,39.9459,-75.159778,both pets,on site,no,wood,multi,nan
691,691,Beautiful 1 bedroom/1bath for $795/month LAST ONE!!!,795,600.0,https://philadelphia.craigslist.org/apa/d/marcus-hook-beautiful-bedroom-1bath-for/7279122835.html,1.0, (CHESTER),2021-02-18 09:30, 1Ba,1BR ,39.836012,-75.404137,both pets,on site,off-street,nan,multi,nan
692,692,MAKE OUR WONDERFUL COMMUNITY YOUR HOME WALLINGFORD ESTATES!!!,950,,https://philadelphia.craigslist.org/apa/d/woodlyn-make-our-wonderful-community/7279118352.html,2.0, (Delaware County),2021-02-18 09:30, 1Ba,2BR ,39.86963,-75.367928,no pet,on site,off-street,nan,multi,nan
693,693,Washington Square West Unit-C7,1080,400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-washington-square-west/7273263584.html,, (1122 Spruce Street),2021-02-18 09:30, 1Ba,0BR ,39.946509,-75.160401,both pets,on site,no,nan,multi,nan
694,694,Studio Apartment,1650,,https://philadelphia.craigslist.org/apa/d/plymouth-meeting-studio-apartment/7279122530.html,1.0, (Plymouth Meeting),2021-02-18 09:29, 1Ba,1BR ,40.111609,-75.285724,both pets,on site,off-street,carpet,multi,no smoking
695,695,NEW CONSTRUCTION 1 BEDROOM!,1750,642.0,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-bedroom/7279122304.html,1.0, (Passyunk Square),2021-02-18 09:29, 1Ba,1BR ,39.933054,-75.159177,both pets,in unit,no,wood,multi,nan
696,696,THIS TWO BEDROOM ONE BATHROOM BOUTIQUE CONDO IS PERFECTLY SITUATED IN,1850,702.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-two-bedroom-one/7279117730.html,2.0, (1522-24 RACE ST #3),2021-02-18 09:28, 1Ba,2BR ,39.9489,-75.1661,no pet,in unit,no,nan,multi,nan
697,697,"CORNER UNIT OFFERS LOTS OF WINDOWS, LARGE BEDROOMS, HARDWOOD FLOORS",1600,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-corner-unit-offers-lots-of/7279117688.html,2.0, (2001 LOMBARD ST #3),2021-02-18 09:27, 1Ba,2BR ,39.9379,-75.1794,both pets,on site,no,nan,multi,nan
698,698,Furnished Studio only 2 months minimume,2100,,https://philadelphia.craigslist.org/apa/d/philadelphia-furnished-studio-only/7279121531.html,1.0," (Philidelphia, PA)",2021-02-18 09:27, 1Ba,1BR ,39.9055,-75.2444,both pets,on site,off-street,nan,multi,no smoking
699,699,"QUIET AND SPACIOUS, THESE CONVERTED BROWNSTONES BOAST A LARGE KITCHEN",1440,544.0,https://philadelphia.craigslist.org/apa/d/philadelphia-quiet-and-spacious-these/7279117755.html,1.0, (916 SPRUCE ST #3R),2021-02-18 09:26, 1Ba,1BR ,39.9487,-75.1593,both pets,on site,no,nan,multi,nan
700,700,⭐⭐⭐UPDATED 2 BD & 1 BA APARTMENT LOCATED IN NORTHEAST/TACONY AREA!⭐⭐,800,785.0,https://philadelphia.craigslist.org/apa/d/philadelphia-updated-bd-ba-apartment/7279116699.html,2.0, (NORTHEAST/TACONY),2021-02-18 09:25, 1Ba,2BR ,40.025404,-75.042844,cats,in unit,no,nan,multi,nan
701,701,*Won't LAST LONG 1B 1B for only $1045,1045,1000.0,https://philadelphia.craigslist.org/apa/d/wont-last-long-1b-1b-for-only-1045/7279120803.html,1.0, (MT AIRY CHESTNUT HILL),2021-02-18 09:25, 1Ba,1BR ,40.0547,-75.1866,no pet,on site,off-street,nan,multi,nan
702,702,Green Forest Apartments is the place to be!!!,895,,https://philadelphia.craigslist.org/apa/d/green-forest-apartments-is-the-place-to/7279120734.html,2.0, (Delaware County),2021-02-18 09:25, 1Ba,2BR ,39.8498,-75.3747,dogs,on site,off-street,nan,multi,nan
703,703,1 BDRM with WD & DW $1225 19144,1225,850.0,https://philadelphia.craigslist.org/apa/d/bdrm-with-wd-dw/7279120672.html,1.0, (19144 Roxborough Manayunk),2021-02-18 09:25, 1Ba,1BR ,40.0338,-75.1731,cats,on site,off-street,nan,multi,nan
704,704,Immediate Move In 1 Bedroom with Den,895,,https://philadelphia.craigslist.org/apa/d/immediate-move-in-bedroom-with-den/7279120493.html,2.0, (Delaware County),2021-02-18 09:24, 1Ba,2BR ,39.8498,-75.3747,dogs,on site,off-street,nan,multi,nan
705,705,CHARMING BROWNSTONE IDEALLY SITUATED IN RITTENHOUSE SQUARE,1325,450.0,https://philadelphia.craigslist.org/apa/d/philadelphia-charming-brownstone/7279117740.html,, (2311 SPRUCE ST #102),2021-02-18 09:24, 1Ba,0BR ,39.9513,-75.1741,both pets,on site,no,nan,multi,nan
706,706,Immediate Move Ins Pet Friendly Community  1 Bedrooms,895,,https://philadelphia.craigslist.org/apa/d/immediate-move-ins-pet-friendly/7279120264.html,2.0, (Delaware County),2021-02-18 09:24, 1Ba,2BR ,39.8498,-75.3747,dogs,on site,off-street,nan,multi,nan
707,707,3 Bed 2 Bath Superior- Move-In by 2/28/2021 Get 6 Weeks FREE Rent,2420,1330.0,https://philadelphia.craigslist.org/apa/d/king-of-prussia-bed-bath-superior-move/7279117434.html,3.0, (King of Prussia),2021-02-18 09:22, 2Ba,3BR ,40.0956,-75.3737,both pets,in unit,off-street,nan,multi,no smoking
708,708,"40/Spring Loft 1BR/1BA Penthouse Brand new! Walk to HUP, PENN, DREXEL!",1400,600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-40-spring-loft-1br-1ba/7279115285.html,1.0," (University City, Upenn, PENN, Drexel)",2021-02-18 09:22, 1Ba,1BR ,39.959027,-75.203025,both pets,in unit,no,nan,multi,nan
709,709,Great Rates.... Pets Welcome... Free Utilities!,1690,,https://philadelphia.craigslist.org/apa/d/malvern-great-rates-pets-welcome-free/7279119450.html,1.0, (Malvern),2021-02-18 09:22, 1Ba,1BR ,40.052812,-75.526263,both pets,on site,off-street,nan,multi,no smoking
710,710,Wonderful 1BR Apartments at 4715 Walnut Street!,1095,,https://philadelphia.craigslist.org/apa/d/philadelphia-wonderful-1br-apartments/7277702157.html,1.0, (University City),2021-02-18 09:22, 1Ba,1BR ,39.955817,-75.216374,cats,on site,no,nan,multi,nan
711,711,"A CAT FRIENDLY, SPACIOUS AND SUNNY 1 BEDROOM APARTMENT IN WASHINGTON S",1550,5403.0,https://philadelphia.craigslist.org/apa/d/philadelphia-cat-friendly-spacious-and/7279114478.html,1.0, (404 S 9TH ST #2F),2021-02-18 09:21, 1Ba,1BR ,39.9362,-75.1563,cats,on site,no,nan,single,nan
712,712,"Convenient Elevator Building, Dishwasher, Wheelchair Access, Disposal",2145,1256.0,https://philadelphia.craigslist.org/apa/d/west-chester-convenient-elevator/7279116873.html,2.0, (West Chester),2021-02-18 09:21, 2Ba,2BR ,39.9441,-75.5882,both pets,in unit,proctected,nan,multi,nan
713,713,Warminster/ Doylestown Two Bedroom Doylestown! Today only $1395.00,1395,950.0,https://philadelphia.craigslist.org/apa/d/warminster-doylestown-two-bedroom/7279119046.html,2.0, (Warminster/ Doylestown),2021-02-18 09:21, 1Ba,2BR ,40.3054,-75.1489,no pet,on site,off-street,nan,multi,nan
714,714,WELCOME HOME 2 YOUR COZY 2BR + A FLAT RATE 4 ELECTRIC!!!!,950,,https://philadelphia.craigslist.org/apa/d/woodlyn-welcome-home-your-cozy-2br-flat/7279118781.html,2.0, (Delaware County),2021-02-18 09:20, 1Ba,2BR ,39.869485,-75.367842,no pet,on site,off-street,nan,multi,nan
715,715,Spacious 2nd Floor 1 Bed with Hardwood Floors & Central Air!,1347,,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-2nd-floor-bed/7274916778.html,1.0, (Wash Sq West),2021-02-18 09:20, 1Ba,1BR ,39.943815,-75.158157,cats,on site,no,wood,multi,nan
716,716,Spacious 1BR on Second Floor of Brownstone at 2213 Walnut St,1295,,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-1br-on-second/7275917725.html,1.0, (Rittenhouse Square),2021-02-18 09:20, 1Ba,1BR ,39.950981,-75.177465,both pets,on site,no,nan,multi,nan
717,717,RENO H/G FREE*GREAT APT!! $950.00 1BD 1BA,950,,https://philadelphia.craigslist.org/apa/d/reno-g-freegreat-apt-bd-1ba/7279114538.html,1.0, (Northeast Philadelphia),2021-02-18 09:19, 1Ba,1BR ,40.058125,-75.029863,no pet,on site,off-street,nan,multi,nan
718,718,ONE BEDROOM Doylestown!!FOR $1225.00,1225,675.0,https://philadelphia.craigslist.org/apa/d/one-bedroom-doylestownfor/7279118371.html,1.0, (Doylestown),2021-02-18 09:19, 1Ba,1BR ,40.3054,-75.1489,no pet,on site,off-street,nan,multi,nan
719,719,Great 1BR on Second Floor at 2205 Walnut Street! Nearby Parking!,1295,,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1br-on-second-floor/7277702787.html,1.0, (Rittenhouse Square),2021-02-18 09:19, 1Ba,1BR ,39.950964,-75.177323,both pets,on site,no,nan,multi,nan
720,720,Studio at 1535 Pine Street in Rittenhouse! Parking Available!,995,,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-at-1535-pine-street/7277703417.html,, (Rittenhouse Square),2021-02-18 09:19, 1Ba,0BR ,39.945986,-75.167727,both pets,on site,off-street,nan,multi,nan
721,721,Studio w. Bay Windows Overlooking the Park! 2308 Delancey,1295,,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-bay-windows/7277703455.html,, (Fitler Square),2021-02-18 09:19, 1Ba,0BR ,39.94806,-75.179241,both pets,in unit,no,nan,multi,nan
722,722,Third Floor Studio Available Now at 2017 Spruce Street in Rittenhouse!,995,,https://philadelphia.craigslist.org/apa/d/philadelphia-third-floor-studio/7275917418.html,, (Rittenhouse Square),2021-02-18 09:19, 1Ba,0BR ,39.948216,-75.174636,both pets,on site,no,nan,multi,nan
723,723,Unique Bi-Level 1BR Apartment with Den at 1010 Clinton Street,1695,,https://philadelphia.craigslist.org/apa/d/philadelphia-unique-bi-level-1br/7274384423.html,1.0, (Washington Square),2021-02-18 09:19, 1Ba,1BR ,39.945214,-75.158273,both pets,in unit,no,nan,multi,nan
724,724,Great Studio Apartment at 4715 Walnut Street!,895,,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-apartment-at/7270808307.html,, (University City),2021-02-18 09:19, 1Ba,0BR ,39.955817,-75.216374,cats,on site,no,wood,multi,nan
725,725,Modern 1BR in Elevator Building! 115 S 21st Street!,1395,,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-1br-in-elevator/7275917917.html,1.0, (Rittenhouse Square),2021-02-18 09:18, 1Ba,1BR ,39.951629,-75.175281,both pets,in unit,off-street,wood,multi,nan
726,726,Top Floor One Bedroom with Renovated Kitchen at 2017 Spruce Street,1695,,https://philadelphia.craigslist.org/apa/d/philadelphia-top-floor-one-bedroom-with/7275918111.html,1.0, (Rittenhouse Square),2021-02-18 09:18, 1Ba,1BR ,39.948216,-75.174636,both pets,on site,no,wood,multi,nan
727,727,Spacious 1-Bedroom Apartment Coming Available at 1901 Hartranft St!,1150,,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-bedroom-apartment/7274256029.html,1.0, (South Philly),2021-02-18 09:18, 1Ba,1BR ,39.908942,-75.180678,cats,on site,off-street,nan,multi,nan
728,728,Spacious Studio Apartment at 126 S. 22nd Street!,1095,,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-studio-apartment/7274256139.html,, (Rittenhouse Square),2021-02-18 09:18, 1Ba,0BR ,39.951691,-75.17717,both pets,on site,no,nan,multi,nan
729,729,Spacious Bi-Level 1-Bedroom Apartment with Private Patio! 2125 Walnut,1795,,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-bi-level-bedroom/7274255519.html,1.0, (Rittenhouse Square),2021-02-18 09:18, 1.5Ba,1BR ,39.950879,-75.176597,both pets,on site,no,nan,multi,nan
730,730,Spacious 2BR Apartment at 1901 Hartranft Street!,1495,,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-2br-apartment-at/7274255828.html,2.0, (South Philly),2021-02-18 09:18, 1Ba,2BR ,39.908942,-75.180678,cats,on site,off-street,nan,multi,nan
731,731,One Bedroom Apartment at 2619 S 19th Street Oregon Arms!,1150,,https://philadelphia.craigslist.org/apa/d/philadelphia-one-bedroom-apartment-at/7268779401.html,1.0, (South Philly),2021-02-18 09:18, 1Ba,1BR ,39.91836,-75.178864,cats,on site,off-street,nan,multi,nan
732,732,Top Floor One Bedroom with LOFT at 412 S. 15th Street!,1295,,https://philadelphia.craigslist.org/apa/d/philadelphia-top-floor-one-bedroom-with/7274111969.html,1.0, (Rittenhouse Square),2021-02-18 09:18, 1Ba,1BR ,39.94494,-75.166956,both pets,on site,no,nan,multi,nan
733,733,Stunning 1BR Apartment on Delancey Street in Fitler Square!,1495,,https://philadelphia.craigslist.org/apa/d/philadelphia-stunning-1br-apartment-on/7274112383.html,1.0, (Fitler Square),2021-02-18 09:18, 1Ba,1BR ,39.948065,-75.179282,both pets,on site,no,nan,multi,nan
734,734,"Spacious, Modern 1-Bedroom at 115 S 21st Street",1495,,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-modern-bedroom-at/7277804062.html,1.0, (Rittenhouse Square),2021-02-18 09:18, 1Ba,1BR ,39.951623,-75.175549,both pets,in unit,off-street,wood,multi,nan
735,735,*2BD**2BA* PET FRIENDLY,2350,849.0,https://philadelphia.craigslist.org/apa/d/philadelphia-2bd2ba-pet-friendly/7279117864.html,2.0, (Passyunk Square),2021-02-18 09:18, 2Ba,2BR ,39.933644,-75.166684,both pets,in unit,no,wood,multi,nan
736,736,"Full-sized Washer & Dryers, Chic Wood-Style Plank Flooring, Sauna",2269,1113.0,https://philadelphia.craigslist.org/apa/d/valley-forge-full-sized-washer-dryers/7279117202.html,2.0, (King Of Prussia),2021-02-18 09:16, 2Ba,2BR ,40.099007,-75.411432,both pets,in unit,protected,nan,multi,no smoking
737,737,*Don't Delay last One Bedroom just $1155.00 1700 Grant Ave,1155,,https://philadelphia.craigslist.org/apa/d/philadelphia-dont-delay-last-one/7279116365.html,1.0, (North East Philadelphia),2021-02-18 09:13, 1Ba,1BR ,40.0903,-75.041,no pet,in unit,off-street,nan,multi,nan
738,738,"Designer Cabinets, Cyber cafe, Tile Backsplash",1755,886.0,https://philadelphia.craigslist.org/apa/d/valley-forge-designer-cabinets-cyber/7279116345.html,1.0, (King Of Prussia),2021-02-18 09:13, 1Ba,1BR ,40.099007,-75.411432,both pets,in unit,protected,nan,multi,no smoking
739,739,*1BD*1BA*PET FRIENDLY,1795,569.0,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd1bapet-friendly/7279116243.html,1.0, (Passyunk Square),2021-02-18 09:13, 1Ba,1BR ,39.933644,-75.166684,no pet,in unit,no,wood,multi,nan
740,740,Old City Loft Apartment with Exposed Brick / Beams & Maple Hardwood floors,1690,1100.0,https://philadelphia.craigslist.org/apa/d/philadelphia-old-city-loft-apartment/7275302389.html,1.0, (Old City),2021-02-18 09:12, 1Ba,1BR ,39.9483,-75.1433,both pets,in unit,no,wood,multi,nan
741,741,"100% Smoke Free Community, Rain Garden, Package Locker System",1609,699.0,https://philadelphia.craigslist.org/apa/d/valley-forge-100-smoke-free-community/7279115500.html,1.0, (King Of Prussia),2021-02-18 09:11, 1Ba,1BR ,40.099007,-75.411432,both pets,in unit,protected,nan,multi,no smoking
742,742,NEW CONSTRUCTION 1 BEDROOM!,1700,637.0,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-bedroom/7279114581.html,1.0, (Passyunk Square),2021-02-18 09:08, 1Ba,1BR ,39.933644,-75.166684,both pets,in unit,no,wood,multi,nan
743,743,"BEAUTIFUL LARGE 1 BEDROOM APARTMENT FEATURES CENTRAL AIR/HEAT, WASHER/",1445,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-large-bedroom/7279114413.html,1.0, (130 ARCH ST #208),2021-02-18 09:08, 1Ba,1BR ,39.9474,-75.1473,both pets,in unit,no,nan,multi,nan
744,744,"One bedroom, One bath, upgraded kitchen, patio, MOVE IN READY!",1345,650.0,https://philadelphia.craigslist.org/apa/d/west-chester-one-bedroom-one-bath/7272143713.html,1.0, (West Chester),2021-02-18 09:07, 1Ba,1BR ,39.9441,-75.5882,both pets,in unit,off-street,nan,multi,no smoking
745,745,"Virtual Tour - Loft 2BR/1BATH Brand new! Walk to HUP, PENN, DREXEL",1500,,https://philadelphia.craigslist.org/apa/d/philadelphia-virtual-tour-loft-2br/7279113743.html,2.0," (University City, Upenn, PENN, Drexel)",2021-02-18 09:06, 1Ba,2BR ,39.959372,-75.196846,both pets,in unit,no,nan,multi,nan
746,746,DREAM APARTMENT! 2 BED 2 BATH!,2350,841.0,https://philadelphia.craigslist.org/apa/d/philadelphia-dream-apartment-bed-bath/7279113259.html,2.0, (PAssyunk Square),2021-02-18 09:05, 2Ba,2BR ,39.933644,-75.166684,both pets,in unit,no,wood,multi,nan
747,747,UPDATED 2 BEDROOMS & 1 BATH APARTMENT LOCATED IN GREATER NORTHEAST!,1300,750.0,https://philadelphia.craigslist.org/apa/d/philadelphia-updated-bedrooms-bath/7279108628.html,2.0, (Greater northeast),2021-02-18 09:04, 1Ba,2BR ,40.116359,-75.036344,cats,in unit,no,nan,multi,nan
