,Unnamed: 0,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,No_of_bedrooms,latitude,longitude,pet,laundry,parking,floor,Apartment_type,smoking
2074,2074,Cool 1BD Home with Easy Highway Access - Available Now,1495,,https://philadelphia.craigslist.org/apa/d/philadelphia-cool-1bd-home-with-easy/7278595554.html,1.0, (Dickinson Narrows),2021-02-17 04:07, 1Ba,1BR ,39.933551,-75.148917,both pets,in unit,no,nan,single,nan
2075,2075,Recently Renovated! Sleek 1BD with Large Bay Window - Avail. Now,1450,,https://philadelphia.craigslist.org/apa/d/philadelphia-recently-renovated-sleek/7278595495.html,1.0, (Fitler Square),2021-02-17 04:06, 1Ba,1BR ,39.9513,-75.1741,both pets,on site,no,nan,multi,nan
2076,2076,Newly Built! Fabulous 1BD with High End Luxury Finishes,1195,,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-built-fabulous-1bd/7278595307.html,1.0, (East Kensington),2021-02-17 04:03, 1Ba,1BR ,39.9788,-75.1262,no pet,in unit,no,nan,multi,nan
2077,2077,Huge 3BD Bi-Level Condo w. Outdoor Space & Central A/C,1733,1284.0,https://philadelphia.craigslist.org/apa/d/philadelphia-huge-3bd-bi-level-condo/7278595192.html,3.0, (Chinatown),2021-02-17 04:01, 1Ba,3BR ,39.9487,-75.1593,no pet,in unit,no,nan,multi,nan
2078,2078,Popular Location! 3-Story Single Fam Home w/ Garden & Master Suite,2850,1980.0,https://philadelphia.craigslist.org/apa/d/philadelphia-popular-location-story/7278595106.html,4.0, (Fairmount),2021-02-17 04:00, 2Ba,4BR ,39.972134,-75.175198,both pets,in unit,no,nan,single,nan
2079,2079,Magnificent 2BD/2.5BA with 1 DEDICATED PARKING SPOT - Must SEE,3050,,https://philadelphia.craigslist.org/apa/d/philadelphia-magnificent-2bd-25ba-with/7278595012.html,2.0, (Logan Square),2021-02-17 03:58, 2.5Ba,2BR ,39.9513,-75.1741,both pets,in unit,off-street,nan,multi,nan
2080,2080,"17 W Tulpehocken St, GOOD LOOKING 4 Bedroom, 2.5 Bathroom",2000,2374.0,https://philadelphia.craigslist.org/apa/d/philadelphia-17-tulpehocken-st-good/7278593046.html,4.0," (Philadelphia, PA)",2021-02-17 03:58, 2.5Ba,4BR ,40.0338,-75.1731,no pet,on site,off-street,wood,multi,nan
2081,2081, Bright and Spacious apt 1BR/1BATH located in UNIVERSITY CITY,1300,,https://philadelphia.craigslist.org/apa/d/philadelphia-bright-and-spacious-apt/7278593930.html,1.0," (University City, Upenn, PENN, Drexel)",2021-02-17 03:41, 1Ba,1BR ,39.959701,-75.19794,both pets,in unit,no,nan,multi,nan
2082,2082,NEAR UPENN 2BR/1BATH 15 min walk to UPENN,1500,,https://philadelphia.craigslist.org/apa/d/philadelphia-near-upenn-2br-1bath-15/7278593165.html,2.0," (University City, Upenn, PENN, Drexel)",2021-02-17 03:39, 1Ba,2BR ,39.962497,-75.204163,both pets,in unit,no,nan,multi,nan
2083,2083, BRAND NEW 1BR/1BATH 15 min walk to UPENN,1300,,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-1br-1bath-15-min/7278593769.html,1.0," (University City, Upenn, PENN, Drexel)",2021-02-17 03:38, 1Ba,1BR ,39.958468,-75.201609,both pets,in unit,no,nan,multi,nan
2084,2084,NEAR UPENN in University City★ 1BR/1BATH,1300,,https://philadelphia.craigslist.org/apa/d/philadelphia-near-upenn-in-university/7278593587.html,1.0," (University City, Upenn, PENN, Drexel)",2021-02-17 03:36, 1Ba,1BR ,39.961149,-75.197897,both pets,in unit,no,nan,multi,nan
2085,2085,SPACIOUS close to Upenn/Drexel 2BR/2BATH,1900,,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-close-to-upenn/7278593403.html,2.0," (University City, Upenn, PENN, Drexel)",2021-02-17 03:32, 2Ba,2BR ,39.962514,-75.204377,both pets,in unit,no,nan,multi,nan
2086,2086,APT NEAR CAMPUS 15 min walk to UPENN 1BR/1BATH,1300,,https://philadelphia.craigslist.org/apa/d/philadelphia-apt-near-campus-15-min/7278592769.html,1.0," (University City, Upenn, PENN, Drexel)",2021-02-17 03:32, 1Ba,1BR ,39.958517,-75.205965,both pets,in unit,no,nan,multi,nan
2087,2087, Bright and Spacious apt 1BR/1BATH in University City★,1300,,https://philadelphia.craigslist.org/apa/d/philadelphia-bright-and-spacious-apt/7278592567.html,1.0," (University City, Upenn, PENN, Drexel)",2021-02-17 03:32, 1Ba,1BR ,39.958418,-75.205557,both pets,in unit,no,nan,multi,nan
2088,2088,⭐⭐⭐UPDATED 2 BD & 1 BA APARTMENT LOCATED IN NORTHEAST/TACONY AREA!⭐⭐,800,785.0,https://philadelphia.craigslist.org/apa/d/philadelphia-updated-bd-ba-apartment/7278592095.html,2.0, (NORTHEAST/TACONY),2021-02-17 03:31, 1Ba,2BR ,40.025404,-75.042844,cats,in unit,no,nan,multi,nan
2089,2089,BRAND NEW 15 min walk to UPENN 1BR/1BATH,1300,,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-15-min-walk-to/7278592985.html,1.0," (University City, Upenn, PENN, Drexel)",2021-02-17 03:26, 1Ba,1BR ,39.959751,-75.204549,both pets,in unit,no,nan,multi,nan
2090,2090,$500 Credit for first month!!! located in UNIVERSITY CITY 2BR/1BATH,1500,,https://philadelphia.craigslist.org/apa/d/philadelphia-500-credit-for-first-month/7278592388.html,2.0," (University City, Upenn, PENN, Drexel)",2021-02-17 03:24, 1Ba,2BR ,39.958254,-75.205622,both pets,in unit,no,nan,multi,nan
2091,2091,"Nice-looking house for rent,!~!~!~!~",1150,1350.0,https://philadelphia.craigslist.org/apa/d/philadelphia-nice-looking-house-for-rent/7277339549.html,1.0," (609 S 10th St #2, Philadelphia, PA 19147)",2021-02-17 03:17, 1Ba,1BR ,39.9362,-75.1563,both pets,on site,proctected,nan,multi,nan
2092,2092,Wonderful house for rent ////**///,950,450.0,https://philadelphia.craigslist.org/apa/d/philadelphia-wonderful-house-for-rent/7277337474.html,1.0," (949 E Passyunk Ave FLOOR 1, Philadelphia, PA 19147)",2021-02-17 03:16, 1Ba,1BR ,39.9362,-75.1563,both pets,on site,proctected,nan,multi,nan
2093,2093,Walk to PENN & DREXEL | YARD! Front porch! UNIVERSITY CITY!!!,1150,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-walk-to-penn-drexel-yard/7278591785.html,2.0," (University City, Upenn, PENN, Drexel)",2021-02-17 03:10, 1Ba,2BR ,39.959257,-75.202446,both pets,in unit,no,nan,multi,nan
2094,2094,Rare opportunity to live in center of historic MAPLEWOOD MALL,1200,1200.0,https://philadelphia.craigslist.org/apa/d/philadelphia-rare-opportunity-to-live/7278591441.html,3.0, (Germantown),2021-02-17 03:06, 2Ba,3BR ,40.0338,-75.1731,cats,in unit,no,nan,multi,nan
2095,2095,NEW CONSTRUCTION 3BR 3BA BI-LEVEL UNIT IN NORRIS SQUARE!!!,2200,,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-3br-3ba/7278589877.html,3.0, (Norris Square),2021-02-17 03:03, 3Ba,3BR ,39.983688,-75.145671,both pets,in unit,no,nan,multi,nan
2096,2096,UPDATED 2 BEDROOMS & 1 BATH APARTMENT LOCATED IN GREATER NORTHEAST!,1300,750.0,https://philadelphia.craigslist.org/apa/d/philadelphia-updated-bedrooms-bath/7278590782.html,2.0, (Greater northeast),2021-02-17 02:57, 1Ba,2BR ,40.116359,-75.036344,cats,in unit,no,nan,multi,nan
2097,2097,"NEW RENOVATION, Bilevel, Kingsize Bedroom in Art Museum, Fairmount",1890,1050.0,https://philadelphia.craigslist.org/apa/d/philadelphia-new-renovation-bilevel/7269858771.html,1.0, (2036 Wallace Street),2021-02-17 02:56, 1Ba,1BR ,39.966289,-75.171815,cats,on site,no,nan,multi,nan
2098,2098,"Brand new renovation home in POINT BREEZE!  Brand new kitchen, baths!",1800,1100.0,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-renovation-home/7278590471.html,3.0, (Point Breeze),2021-02-17 02:54, 2Ba,3BR ,39.932521,-75.188219,cats,in unit,no,nan,multi,nan
2099,2099,NEW CONSTRUCTION 3BR 3BA BI-LEVEL UNIT IN NORRIS SQUARE!!!,2200,,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-3br-3ba/7278589652.html,3.0, (Norris Square),2021-02-17 02:51, 3Ba,3BR ,39.983688,-75.145671,both pets,in unit,no,nan,multi,nan
2100,2100,"3BR corner home, central air, private yard, brand new rehab, 3BR/2.5BA",1800,1500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-3br-corner-home-central/7278590135.html,3.0, (Kingsessing),2021-02-17 02:50, 2.5Ba,3BR ,39.9448,-75.2288,cats,in unit,no,nan,multi,nan
2101,2101,Absolutely Charming Single Level Brick & Siding home in North Guilford,500,1060.0,https://philadelphia.craigslist.org/apa/d/absolutely-charming-single-level-brick/7278588536.html,2.0, (Chambersburg),2021-02-17 02:42, 1Ba,2BR ,nan,nan,no pet,no laundry,no,nan,multi,nan
2102,2102,"Private Entrance , Ceiling Fans, Pets Accepted",940,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-private-entrance-ceiling/7275455535.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-17 02:24, 1Ba,1BR ,40.03458,-75.073844,both pets,no laundry,proctected,nan,multi,nan
2103,2103,"Large 2 Bedroom, 1.5 Bath w/ Pvt. Patio & PARKING",1950,1350.0,https://philadelphia.craigslist.org/apa/d/philadelphia-large-bedroom-15-bath-pvt/7278587322.html,2.0, (Art Museum/Fairmount),2021-02-17 02:18, 1.5Ba,2BR ,39.971502,-75.180199,no pet,in unit,off-street,wood,multi,no smoking
2104,2104,Recently Renovated One-Bedroom Apartment,1000,600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-recently-renovated-one/7270196511.html,1.0, (Fishtown / East Kensington),2021-02-16 23:55, 1Ba,1BR ,39.984009,-75.131593,no pet,no laundry,no,nan,multi,nan
2105,2105,"Ceiling Fans, Fitness Center/Gym, Smoke Detectors",940,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-ceiling-fans-fitness/7276513620.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-16 23:53, 1Ba,1BR ,40.03458,-75.073844,both pets,no laundry,proctected,nan,multi,nan
2106,2106,[RARELY AVAILABLE] 2 Bedroom Apartment,2160,970.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-rarely-available-bedroom/7278558450.html,2.0, (3902 City Ave),2021-02-16 23:27, 2Ba,2BR ,40.008551,-75.210766,both pets,in unit,off-street,nan,multi,nan
2107,2107,🌸🌸 Presidential City Is In Full Bloom 🌸🌸,1756,660.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-presidential-city-is-in/7278556203.html,1.0, (3902 City Ave),2021-02-16 23:27, 1Ba,1BR ,40.008551,-75.210766,both pets,in unit,off-street,nan,multi,nan
2108,2108,Medical Students Residency Starts Here! 🏥🏥,1250,430.0,https://philadelphia.craigslist.org/apa/d/philadelphia-medical-students-residency/7278558184.html,, (780 S 52nd St - Baltimore Ave),2021-02-16 23:24, 1Ba,0BR ,39.94777,-75.227419,both pets,in unit,off-street,nan,multi,nan
2109,2109,📲 Don't Miss Out On Presidential City's Virtual Leasing Office 📲,1483,550.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-dont-miss-out-on/7278558395.html,1.0, (3902 City Ave),2021-02-16 23:19, 1Ba,1BR ,40.008551,-75.210766,both pets,in unit,off-street,nan,multi,nan
2110,2110,Ultra Modern · Ultra Chic - Brand New 2 BD/2 BA,2160,970.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-ultra-modern-ultra-chic/7278556335.html,2.0, (3902 City Ave),2021-02-16 23:17, 2Ba,2BR ,40.008551,-75.210766,both pets,in unit,off-street,nan,multi,nan
2111,2111,"Tennis, Spacious, finished basements, Hardwood laminate floors",1995,1605.0,https://philadelphia.craigslist.org/apa/d/blooming-glen-tennis-spacious-finished/7273679317.html,1.0," (One Applewood Drive, Perkasie, PA)",2021-02-16 23:14, 1.5Ba,1BR ,40.3765,-75.2648,no pet,in unit,off-street,nan,multi,nan
2112,2112,"♻️♻️ Recycled, Renovated & Reimagined ….. and READY FOR YOU! ♻️♻",1270,490.0,https://philadelphia.craigslist.org/apa/d/philadelphia-recycled-renovated/7278556099.html,, (780 S 52nd St - University City),2021-02-16 23:09, 1Ba,0BR ,39.94777,-75.227419,both pets,in unit,off-street,nan,multi,nan
2113,2113,Luxury 1 and 2 bedrooms on the river!,1827,892.0,https://philadelphia.craigslist.org/apa/d/norristown-luxury-and-bedrooms-on-the/7265702983.html,1.0," (Valley Forge, King Of Prussia)",2021-02-16 23:07, 1Ba,1BR ,40.1496,-75.3796,both pets,on site,off-street,nan,multi,nan
2114,2114,💥💥 APARTMENT SPOTLIGHT 💥💥 2 Bedroom Palazzp Apartment @ The Piazza,3158,1002.0,https://philadelphia.craigslist.org/apa/d/philadelphia-apartment-spotlight/7278555753.html,2.0, (1050 N Hancock St - Northern Liberties),2021-02-16 23:07, 2Ba,2BR ,39.969515,-75.139578,both pets,in unit,off-street,nan,multi,nan
2115,2115,Point Breeze:  3 Bed/2 Bath Updated Apartment With Large Yard,2100,,https://philadelphia.craigslist.org/apa/d/philadelphia-point-breeze-bed-bath/7278557005.html,3.0," (Point Breeze, Philadelphia)",2021-02-16 23:01, 2Ba,3BR ,39.936253,-75.170582,both pets,in unit,no,nan,multi,nan
2116,2116,University City Living – Studio Full of Features & Amenities,1270,490.0,https://philadelphia.craigslist.org/apa/d/philadelphia-university-city-living/7278556030.html,, (780 S 52nd St - University City),2021-02-16 22:57, 1Ba,0BR ,39.94777,-75.227419,both pets,in unit,off-street,nan,multi,nan
2117,2117,🔥 BIG NEWS 🔥 Adams One-Bedroom Is On The Market!,1756,660.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-big-news-adams-one-bedroom/7278555947.html,1.0, (3902 City Ave),2021-02-16 22:57, 1Ba,1BR ,40.008551,-75.210766,both pets,in unit,off-street,nan,multi,nan
2118,2118,"Speak Easy Wine Room, Online Payments Available, Picnic Area",1910,1124.0,https://philadelphia.craigslist.org/apa/d/west-chester-speak-easy-wine-room/7276145196.html,2.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-16 22:28, 2Ba,2BR ,39.929855,-75.582336,both pets,in unit,off-street,nan,multi,no smoking
2119,2119,3 BR / 2 BA Apt for rent in Center City Philadelphia,2000,,https://philadelphia.craigslist.org/apa/d/philadelphia-br-ba-apt-for-rent-in/7276713476.html,3.0, (Center City -Wash Sq West),2021-02-16 22:08, 2Ba,3BR ,39.944196,-75.161555,both pets,in unit,no,wood,multi,nan
2120,2120,COME LIVE LIKE A CELEBRITY AT GOLDTEX & BE ENVIRONMENTALLY FRIENDLY,1665,750.0,https://philadelphia.craigslist.org/apa/d/philadelphia-come-live-like-celebrity/7278538326.html,1.0, (Center City/Callowhill),2021-02-16 22:08, 1Ba,1BR ,39.957598,-75.158642,both pets,in unit,off-street,nan,multi,nan
2121,2121,Studio - Custom World Class Design - Pet Friendly Living,1465,525.0,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-custom-world-class/7278538246.html,, (315 N. 12th Street),2021-02-16 22:02, 1Ba,0BR ,39.957598,-75.158642,both pets,in unit,off-street,nan,multi,nan
2122,2122,Bring Your Dog(s) On Over To The Palazzo @ The Piazza! 🐾🐾,3158,1002.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bring-your-dogs-on-over-to/7278537856.html,2.0, (1050 N Hancock St - Northern Liberties),2021-02-16 21:59, 2Ba,2BR ,39.969515,-75.139578,both pets,in unit,off-street,nan,multi,nan
2123,2123,Newly renovated home,1600,1550.0,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-home/7278541524.html,4.0, (West Kensington),2021-02-16 21:56, 1.5Ba,4BR ,39.9925,-75.1415,no pet,no laundry,no,nan,multi,nan
2124,2124,Sun Soaked 2 BR Apt With Sweeping Views Of 2nd Street - - #NoLibsHidde,3158,1002.0,https://philadelphia.craigslist.org/apa/d/philadelphia-sun-soaked-br-apt-with/7278537935.html,2.0, (1050 N Hancock St - Northern Liberties),2021-02-16 21:53, 2Ba,2BR ,39.969515,-75.139578,both pets,in unit,off-street,nan,multi,nan
2125,2125,The Irvine on Baltimore Ave… Welcome Home,1250,430.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-irvine-on-baltimore/7278537701.html,, (780 S 52nd St - West Philadelphia),2021-02-16 21:50, 1Ba,0BR ,39.94777,-75.227419,both pets,in unit,off-street,nan,multi,nan
2126,2126,Live -- Shop -- Eat -- Best Living In Northern Liberties,2221,656.0,https://philadelphia.craigslist.org/apa/d/philadelphia-live-shop-eat-best-living/7278537790.html,1.0, (1050 N Hancock St - Northern Liberties),2021-02-16 21:48, 1Ba,1BR ,39.969515,-75.139578,both pets,in unit,off-street,nan,multi,nan
2127,2127,Luxury Two Bedroom/ Two Bath w/ Washer and Dryer Available!,2749,1467.0,https://philadelphia.craigslist.org/apa/d/trenton-luxury-two-bedroom-two-bath/7278536671.html,2.0, (Hamilton),2021-02-16 21:43, 2Ba,2BR ,40.2418,-74.6962,no pet,no laundry,no,nan,multi,nan
2128,2128,"Huge Master Closet, Spacious Livingroom, 9' Ceilings w/ Crown Molding",1910,1271.0,https://philadelphia.craigslist.org/apa/d/west-chester-huge-master-closet/7275679516.html,2.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-16 21:43, 2Ba,2BR ,39.929855,-75.582336,both pets,in unit,off-street,nan,multi,no smoking
2129,2129,Luxury & Convenience Made EASYYY! ACT FAST - Only A Few Left!,2221,656.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-convenience-made/7278538111.html,1.0, (1050 N Hancock St - Northern Liberties),2021-02-16 21:43, 1Ba,1BR ,39.969515,-75.139578,both pets,in unit,off-street,nan,multi,nan
2130,2130,Paris/Rome/Presidential City/Madrid/Milan/London,2160,970.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-paris-rome-presidential/7278537619.html,2.0, (3902 City Ave),2021-02-16 21:41, 2Ba,2BR ,40.008551,-75.210766,both pets,in unit,off-street,nan,multi,nan
2131,2131,Our studio sizes  RIVAL all others in the area,1270,490.0,https://philadelphia.craigslist.org/apa/d/philadelphia-our-studio-sizes-rival-all/7278537541.html,, (780 S 52nd St - University City),2021-02-16 21:41, 1Ba,0BR ,39.94777,-75.227419,both pets,in unit,off-street,nan,multi,nan
2132,2132,Studio Apartment - Cutting Edge Style In High-End Location,1258,415.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-studio-apartment-cutting/7278537465.html,, (3902 City Ave),2021-02-16 21:40, 1Ba,0BR ,40.008551,-75.210766,both pets,in unit,off-street,nan,multi,nan
2133,2133,🔥🔥Hottest Apartment In West Philadelphia! Secure Your Apartment Toda,1250,430.0,https://philadelphia.craigslist.org/apa/d/philadelphia-hottest-apartment-in-west/7278537401.html,, (780 S 52nd St - University City),2021-02-16 21:40, 1Ba,0BR ,39.94777,-75.227419,both pets,in unit,off-street,nan,multi,nan
2134,2134,"Ceiling Fans, Beautifully Landscaped, Private Entrances",1000,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-ceiling-fans-beautifully/7276558598.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-16 21:38, 1Ba,1BR ,40.03458,-75.073844,both pets,no laundry,proctected,nan,multi,nan
2135,2135,Lovely 2nd Fl. 2 Bedroom LoMo Apt! H/W Fls! W/D! Come see this one!!!!,1025,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-lovely-2nd-fl-bedroom-lomo/7264292968.html,2.0, (Lower Moyamensing),2021-02-16 21:34, 1Ba,2BR ,39.92283,-75.164634,no pet,in unit,no,wood,multi,no smoking
2136,2136,"Modern 1st Fl. 2 Bed. Apt w/ W/D, Central Air, and more! Come see this",1300,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-1st-fl-bed-apt-w/7273776237.html,2.0," (West Passyunk, Philadelphia, PA)",2021-02-16 21:34, 1Ba,2BR ,39.923855,-75.185512,cats,in unit,no,wood,multi,no smoking
2137,2137,"Modern 1st Fl. Passyunk Square 2 Bed., 1 Bath Apt! W/D! Yard! C/A!!!!!",1995,1200.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-1st-fl-passyunk/7275916356.html,2.0," (Passyunk Square, Philadelphia, PA)",2021-02-16 21:33, 1Ba,2BR ,39.93012,-75.165584,both pets,in unit,no,nan,multi,no smoking
2138,2138,Modern 2nd Fl. South Philly Apt.! H/W! W/D! Gorgeous place! Come see!!,1200,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-2nd-fl-south-philly/7275915991.html,1.0, (South Philadelphia),2021-02-16 21:33, 1Ba,1BR ,39.922438,-75.17452,no pet,in unit,no,wood,multi,no smoking
2139,2139,Modern 2nd Fl Rear 1 Bed University City Apt! H/W Fls! Central Air!!!,900,500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-2nd-fl-rear-bed/7264292879.html,1.0," (University City, Philadelphia, PA)",2021-02-16 21:33, 1Ba,1BR ,39.967033,-75.20859,both pets,no laundry,no,nan,multi,no smoking
2140,2140,Cute Bella Vista Junior 1 Bed. Apt. w/Shared Coin Laundry! Come see!!!,950,500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-cute-bella-vista-junior/7273297067.html,1.0," (Bella Vista, Philadelphia, PA)",2021-02-16 21:33, 1Ba,1BR ,39.940731,-75.15746,no pet,on site,no,wood,multi,no smoking
2141,2141,Modern 3rd Fl Passyunk Sq 1 Bed Apt! Beautiful kitchen/bath! Come see!,1300,750.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-3rd-fl-passyunk-sq/7264454971.html,1.0," (Passyunk Square, Philadelphia, PA)",2021-02-16 21:33, 1Ba,1BR ,39.92854,-75.160145,no pet,no laundry,no,nan,multi,no smoking
2142,2142,Large 3BR/1BA home is located just a few steps south of West Passyunk,1200,1455.0,https://philadelphia.craigslist.org/apa/d/philadelphia-large-3br-1ba-home-is/7278525078.html,3.0, (Philadelphia__2319 S 18th St),2021-02-16 21:33, 1Ba,3BR ,39.922479,-75.176687,both pets,in unit,off-street,wood,single,nan
2143,2143,"Modern NewBold Bi-Level 3 Bed., 2 Bath Apt! W/D! Deck! Come see this!!",1650,1500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-newbold-bi-level/7270577603.html,3.0," (NewBold, Philadelphia, PA)",2021-02-16 21:33, 2Ba,3BR ,39.924769,-75.174582,both pets,in unit,no,wood,multi,no smoking
2144,2144,Brand New 3rd Fl. Passyunk Sq. 1 Bed. Apt.! Gorgeous! Come see this!!!,1300,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-3rd-fl-passyunk/7264454561.html,1.0," (Passyunk Square, Philadelphia, PA)",2021-02-16 21:33, 1Ba,1BR ,39.928381,-75.15857,no pet,no laundry,no,nan,multi,no smoking
2145,2145,Well-maintained Bi-Level 1 Bed. 1 Bath Passyunk Sq. Apt! W/D! Come see,1450,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-well-maintained-bi-level/7270565166.html,1.0," (Passyunk Square, Philadelphia, PA)",2021-02-16 21:32, 1Ba,1BR ,39.931764,-75.165896,both pets,in unit,no,wood,multi,no smoking
2146,2146,Modern 2nd Fl Front 2 Bed University City Apt! H/W Fls! Central Air!!!,1200,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-2nd-fl-front-bed/7264453245.html,2.0," (University City, Philadelphia, PA)",2021-02-16 21:32, 1Ba,2BR ,39.967033,-75.20859,both pets,no laundry,no,nan,multi,no smoking
2147,2147,"Modern 3rd Fl  University City 4 Bed, 1 Bath Apt! Central Air! H/W Fls",1700,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-3rd-fl-university/7264293439.html,4.0," (University City, Philadelphia, PA)",2021-02-16 21:32, 1Ba,4BR ,39.967033,-75.20859,both pets,no laundry,no,nan,multi,no smoking
2148,2148,"Unique Passyunk Square Home with HW Fls, W/D, C/A and more! Come see!!",1995,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-unique-passyunk-square/7266018791.html,2.0," (Passyunk Square, Philadelphia, PA)",2021-02-16 21:32, 1Ba,2BR ,39.930706,-75.165023,both pets,in unit,no,nan,single,no smoking
2149,2149,Modern & Large 3rd fl 2 Bed. S. Broad St. Apt! W/D! C/A! Come see this,2000,1300.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-large-3rd-fl-bed/7268020505.html,2.0, (South Philadelphia),2021-02-16 21:32, 1Ba,2BR ,39.9207,-75.1595,no pet,in unit,no,wood,multi,no smoking
2150,2150,"Modern 2nd Fl. Passyunk Square 1 Bed, 1.5 Bath Apt. w/ W/D, C/A & more",1325,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-2nd-fl-passyunk/7266018599.html,1.0," (Passyunk Square, Philadelphia, PA)",2021-02-16 21:32, 1.5Ba,1BR ,39.932803,-75.166904,cats,in unit,no,nan,multi,no smoking
2151,2151,"BRAND NEW & MODERN 3RD FL 2 BED., 2 BATH APT! W/D! C/A! GORGEOUS APT!!",1500,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-modern-3rd-fl/7266019160.html,2.0," (Passyunk Square, Philadelphia, PA)",2021-02-16 21:32, 2Ba,2BR ,39.931686,-75.158374,no pet,in unit,no,wood,multi,no smoking
